,title,area,construction_year,rooms,total_price,floor,elevator,parking,warehouse,price,token,vacancy_id,vacancy_name
1663,۴۸متر _پارکینگ_انباری_تکواحدی,48,1384,1,"3,300,000,000 twmn",3,False,True,True,3300000000,AZOV4DH_,291,ائمه اطهار
1664,پرستار جنوبی ۸۰ متر فول امکانات,80,1394,2,"8,000,000,000 twmn",4,True,True,True,8000000000,AZj1mM_l,291,ائمه اطهار
1665,نبرد شمالی کوچه امام حسن,70,1380,2,"5,500,000,000 twmn",4,False,True,True,5500000256,AZiFpZfh,291,ائمه اطهار
1666,آپارتمان 47متری خوش نقشه و شخصی ساز,47,1380,1,"3,320,000,000 twmn",4,False,True,True,3320000000,AZjpSehY,291,ائمه اطهار
1667,پرستار جنوبی ۷۵ متر دو خوابه فول امکانات,75,1395,2,"7,300,000,000 twmn",3,True,True,True,7299999744,AZi5JsBR,291,ائمه اطهار
1668,۳۸متر طبقه۴۲با پارکینگ شیک تمیزخ نبردخ ائمه اطهار,38,1391,1,"2,280,000,000 twmn",4,False,True,True,2280000000,AZiZ0ceV,291,ائمه اطهار
1669,آپارتمان 71 متر دوخوابه,71,1396,2,"6,500,000,000 twmn",3,True,True,True,6499999744,AZhxx-uA,291,ائمه اطهار
1670,آپارتمان ۷۰ متری دو خواب فول امکانات,70,1380,2,"5,650,000,000 twmn",5,True,True,True,5649999872,AZhZP8hk,291,ائمه اطهار
1671,۳۹متری _غرق نور_پارکینگ دار,39,1397,1,"2,755,000,000 twmn",3,False,True,True,2755000064,AZh1-g3S,291,ائمه اطهار
1672,آپارتمان ۵۱متری نبردشمالی,51,1382,1,"3,350,000,000 twmn",2,False,True,True,3350000128,AZhlkbYe,291,ائمه اطهار
1673,اپارتمان ۵۴ متری تک واحدی یک خواب,54,1392,1,"3,750,000,000 twmn",4,False,True,True,3750000128,AZW93O-o,291,ائمه اطهار
1674,آپارتمان ۱۲۵ متری نبردشمالی,125,1399,3,"9,400,000,000 twmn",1,True,True,True,9400000512,AZg1Kev6,291,ائمه اطهار
1675,آپارتمان ۱۰۰ متری مقداد,100,1392,2,"9,000,000,000 twmn",3,True,True,True,8999999488,AZgJIn1y,291,ائمه اطهار
1676,آپارتمان ۱۲۰ متری همایون,120,1393,2,"10,400,000,000 twmn",2,True,True,True,10400000000,AZgNXzbu,291,ائمه اطهار
1677,آپارتمان ۹۶ متری، دو خوابه، نبرد.,96,1383,2,"4,850,000,000 twmn",4,False,True,True,4849999872,AZgF1p_w,291,ائمه اطهار
1678,آپارتمان ۴۹متری طبقه اول تک واحد پرستار جنوبی,49,1391,1,"3,580,000,000 twmn",1,False,True,True,3580000000,AZgdBZrc,291,ائمه اطهار
1679,نبرد شمالی ۳۸ متر تک واحدی,38,1383,1,"2,600,000,000 twmn",2,False,True,True,2600000000,AZfJHSyE,291,ائمه اطهار
1680,۹۵متر_فول امکانات_تک واحدی_بین نبردوخیابان پرستار,95,1401,2,"8,350,000,000 twmn",1,True,True,True,8350000128,AZfd0wA_,291,ائمه اطهار
1681,آپارتمان ۳۸ متری نبرد شمالی,38,1383,1,"2,990,000,000 twmn",1,True,True,True,2990000128,AZfxTfyy,291,ائمه اطهار
1682,آپارتمان۴۸متری پرستارجنوبی تک واحد,48,1391,1,"3,550,000,000 twmn",3,False,True,True,3550000128,AZedcdVb,291,ائمه اطهار
1683,آپارتمان ۸۵ متر,85,1398,2,"6,550,000,000 twmn",2,True,True,True,6550000128,AZfdT2Tg,291,ائمه اطهار
1684,آپارتمان ۴۵متری یک خواب درائمه اطهار,47,1389,1,"3,400,000,000 twmn",3,False,True,True,3400000000,AZd5dtAC,291,ائمه اطهار
1685,آپارتمان*۴طبقه*تک واحدی*طبقه۳* سند تک برگ,47,1382,1,"3,800,000,000 twmn",3,False,True,True,3800000000,AZdhUykk,291,ائمه اطهار
1686,92متر بلوار ابوذر,92,1386,2,"5,800,000,000 twmn",5,True,True,True,5800000000,AZblLxgI,291,ائمه اطهار
1687,آپارتمان فروشی پرستار,63,1386,1,"4,650,000,000 twmn",2,False,True,True,4649999872,AZbdqf8R,291,ائمه اطهار
1688,آپارتمان ۷۰ متری دوخواب,70,1380,2,"5,900,000,000 twmn",2,False,True,True,5900000256,AZbNHbuV,291,ائمه اطهار
1689,117 متر دوخوابه خ پرستار,117,1400,2,"10,530,000,000 twmn",3,True,True,True,10529999872,AZbh1jp4,291,ائمه اطهار
1690,48 متر پرستار,48,1384,1,"3,300,000,000 twmn",3,False,True,True,3300000000,AZIhMRnN,291,ائمه اطهار
1691,۸۲متر کلید نخورده _ فول امکانات _ بلوار ابوذر,82,1402,2,"7,700,000,000 twmn",1,True,True,True,7699999744,AZWZ0s4d,291,ائمه اطهار
1692,۷۱مترتکخواب_پارکینگ و انباری سندی_پرستار_گلها,71,1378,1,"3,300,000,000 twmn",1,False,True,True,3300000000,AZadEnDc,291,ائمه اطهار
1693,۴۳متری_پارکینگ_انباری_پیروزی ائمه اطهار نبرد,43,1391,2,"3,500,000,000 twmn",3,False,True,True,3500000000,AZPV3ROO,291,ائمه اطهار
1694,آپارتمان ۱۰۰ متری کریمشاهیان,100,1401,2,"9,000,000,000 twmn",5,True,True,True,8999999488,AZalw4_Y,291,ائمه اطهار
1695,۹۹ متر تکواحدی غربی های بلوار ابوذر,99,1392,2,"8,000,000,000 twmn",4,True,True,True,8000000000,AZaBSBnA,291,ائمه اطهار
1696,آپارتمان 54 متری بازسازی کامل نبرد,54,1385,1,"4,000,000,000 twmn",1,False,True,True,4000000000,AZahQldj,291,ائمه اطهار
1697,۴۲ متر_دو خواب_تک واحدی,42,1391,2,"3,500,000,000 twmn",3,False,True,True,3500000000,AZWxhd_a,291,ائمه اطهار
1698,واحد ۹۱ متری _ تک واحد _ ۲ خوابه _ محدوده شهروی,90,1394,2,"7,100,000,000 twmn",4,True,True,True,7100000256,AZYxa9ka,291,ائمه اطهار
1699,44متر_خوش نقشه_نورگیر_پیروزی نبرد نجارباشی,44,1391,2,"3,500,000,000 twmn",3,False,True,True,3500000000,AZYh8ovt,291,ائمه اطهار
1700,آپارتمان،۱۹۰متری,190,1401,3,"17,100,000,000 twmn",2,True,True,True,17100000256,AZYlKbZa,291,ائمه اطهار
1701,38متر_آسانسور_خوش نقشه_پیروزی نبرد ائمه اطهار,38,1383,1,"3,000,000,000 twmn",1,True,True,True,3000000000,AZW1QX8m,291,ائمه اطهار
1702,54متر_آسانسور_خوش نقشه_پیروزی نبرد نبی اکرم,54,1380,1,"3,500,000,000 twmn",5,True,True,True,3500000000,AZSlRcsb,291,ائمه اطهار
1703,آپارتمان ۴۵متری تک واحدی خوش نقشه,45,1391,1,"3,300,000,000 twmn",3,False,True,True,3300000000,AZRBT9yQ,291,ائمه اطهار
1704,آپارتمان،۱۱۷متر،۳خوابه,117,1402,3,"11,700,000,000 twmn",1,True,True,True,11699999744,AZTpGq4k,291,ائمه اطهار
1705,اپارتمان ۴۴متری_فول امکانات_تک واحدی,44,1402,1,"3,900,000,000 twmn",2,True,True,True,3900000000,AZXdbeO7,291,ائمه اطهار
1706,آپارتمان ۱۲۵ متری کلید نخورده,125,1401,2,"11,350,000,000 twmn",1,True,True,True,11349999616,AZV18yaF,291,ائمه اطهار
1707,آپارتمان ۱۰۰متری دوخوابه ط۴ سال ساخت ۱۹,100,1384,2,"6,000,000,000 twmn",4,False,True,True,6000000000,AZVVmFl_,291,ائمه اطهار
1708,آپارتمان نوساز افراسیابی,112,1402,2,"10,330,000,000 twmn",4,True,True,True,10330000384,AZUlAA9M,291,ائمه اطهار
1709,۹۶ متر نوساز،افراسیابی,96,1402,2,"9,000,000,000 twmn",4,True,True,True,8999999488,AZTt14zz,291,ائمه اطهار
1710,۵۸متریک خواب_تکواحد_پارکینگ_بازسازی_نبرد,58,1382,1,"3,600,000,000 twmn",1,False,True,True,3600000000,AZP93z6p,291,ائمه اطهار
1711,آپارتمان ۱۱۰ متر دو خواب کلید نخورده,110,1401,2,"11,000,000,000 twmn",2,True,True,True,11000000512,AZSxSMcN,291,ائمه اطهار
1712,آپارتمان 55متری دو خوابه خوش نقشه,55,1399,2,"5,500,000,000 twmn",3,True,True,True,5500000256,AZRdfYsn,291,ائمه اطهار
1713,۶۹ متری تک خواب_سرمایه گذاری_افسریه,69,1394,1,"3,400,000,000 twmn",1,False,True,True,3400000000,AZTtlbK2,291,ائمه اطهار
1714,واحد ۴۷ متری خوش نقشه,47,1384,1,"4,000,000,000 twmn",1,False,True,True,4000000000,AZQhNL5J,291,ائمه اطهار
1715,۸۲ متر دو خواب تکواحدی ، تخلیه ،,82,1385,2,"4,900,000,000 twmn",4,False,True,True,4899999744,AZW94ofM,291,ائمه اطهار
1716,۱۰۶مترطبقه اول ملک دوکله فول امکانات تک واحد نبرد,106,1401,2,"9,000,000,000 twmn",1,True,True,True,8999999488,AZPR6msD,291,ائمه اطهار
1717,۷۳متر دو خوابه،تو  لوکیشن پرستار,73,1380,2,"4,750,000,000 twmn",3,False,True,True,4750000128,AZPl0_Vf,291,ائمه اطهار
1718,فروش آپارتمان 67متری در نبرد شمالی,67,1382,2,"5,000,000,000 twmn",1,False,True,True,5000000000,AZS9RAeF,291,ائمه اطهار
1719,۷۲متر. ۲ واحدی. تمیز,72,1396,2,"6,500,000,000 twmn",3,True,True,True,6499999744,AZQ1Jk_5,291,ائمه اطهار
1720,آپارتمان ۱۰ سال ساخت ۸۵ متری خ افراسیابی,85,1392,2,"7,525,000,000 twmn",2,True,True,True,7525000192,AZIJDUkz,291,ائمه اطهار
1721,105 متر نوساز مناسب برای سخت پسندان (پرستار),105,1402,2,"9,060,000,000 twmn",4,True,True,True,9059999744,AZOlNOmK,291,ائمه اطهار
1722,آپارتمان 44 متری_فول امکانات_پرستار جنوبی,44,1392,1,"3,700,000,000 twmn",1,False,True,True,3700000000,AZPFXGtW,291,ائمه اطهار
1723,آپارتمان،۹۵متری،۲خوابه,95,1395,2,"8,000,000,000 twmn",1,True,True,True,8000000000,AZNZET28,291,ائمه اطهار
1724,تک واحدی,54,1385,1,"3,200,000,000 twmn",3,False,True,True,3200000000,AZNpi8l5,291,ائمه اطهار
1725,۷۰ متر بلوار ابوذر,70,1390,2,"4,500,000,000 twmn",1,True,True,True,4499999744,AZMRdpRD,291,ائمه اطهار
1726,اپارتمان ۶۹ متر دو خواب فول امکانات,69,1380,2,"5,500,000,000 twmn",5,True,True,True,5500000256,AZL9_KGN,291,ائمه اطهار
1727,۵۰مترو ۷۰دسیمتر طبقه ۴ با پارکینگ وانباری,50,1387,1,"3,000,000,000 twmn",4,False,True,True,3000000000,AZK5p1Oy,291,ائمه اطهار
1728,6۳ متر خوش نقشه _ پل سوم بلوار ابوذر (بوستان),63,1385,2,"3,850,000,000 twmn",1,True,True,True,3849999872,AZJhjH9O,291,ائمه اطهار
1729,۹۸متر_۲خواب_پارکینگ_انباری_پرستار,98,1386,2,"6,170,000,000 twmn",3,False,True,True,6169999872,AZKBEyqz,291,ائمه اطهار
1730,آپارتمان ۷۱ متری ۲ خواب نور گیر ۲ کله,71,1385,2,"3,430,000,000 twmn",4,False,True,True,3430000128,AZHx-FVJ,291,ائمه اطهار
1731,۱۱۰ متر. دو خواب. خطی رو به آفتاب,110,1392,2,"13,500,000,000 twmn",1,True,True,True,13500000256,AZPtqoiw,173,اباذر
1732,۱۸۵متر _ اباذر _ ۴خواب _ نوساز _ فول امکانات,185,1401,4,"27,500,000,000 twmn",5,True,True,True,27499999232,AZMNH751,173,اباذر
1733,۲۲۰متر_۳خواب_ لوکیشن اباذر_تکواحدی_غرق نور,220,1402,3,"31,900,000,000 twmn",4,True,True,True,31900000256,AZfFURvY,173,اباذر
1734,76 متر_ گلستان ها (خوش نقشه) رو به جنوب,76,1383,2,"8,600,000,000 twmn",5,True,True,True,8600000512,AZsNJbnF,173,اباذر
1735,۱۲۵متر_اباذر_کلیدنخورده_۵۰مترانباری,125,1401,3,"15,300,000,000 twmn",5,True,True,True,15299999744,AZqlEsk9,173,اباذر
1736,92 متر_ (شرق اباذر) سالن دو طرف پرده خور,92,1385,2,"8,900,000,000 twmn",2,True,True,True,8899999744,AZkd65CQ,173,اباذر
1737,۹۴ متر اباذر_فول دیزاین _سالن پرده خور,94,1398,2,"11,800,000,000 twmn",3,True,True,True,11800000512,AZS1QPN2,173,اباذر
1738,۱۴۵  متری نوساز _  ناهید_مرزداران,145,1402,3,"21,300,000,000 twmn",6,True,True,True,21300000768,AZt5BjP5,173,اباذر
1739,۱۴۲متری*فول نوسازی_ویو اباذر,142,1384,3,"12,850,000,000 twmn",4,True,True,True,12849999872,AZk1JNuz,173,اباذر
1740,76متر 2خواب_9ساله_تاپ لوکیشن_سرمایه گذاری,76,1391,2,"7,500,000,000 twmn",2,True,True,True,7500000256,AZK1Gb8B,173,اباذر
1741,۹۶متر، فول دیزاین (فرعی دنج و مشجر),96,1393,2,"11,300,000,000 twmn",1,True,True,True,11299999744,AZqtDZUh,173,اباذر
1742,۱۳۰متر _سالن پرده خور _ اباذر,130,1392,3,"17,300,000,000 twmn",5,True,True,True,17300000768,AZsNmYiu,173,اباذر
1743,۱۸۹متری*تکواحد*مشابه نوساز-نبض اباذر,189,1393,3,"26,000,000,000 twmn",1,True,True,True,25999998976,AZplvNt7,173,اباذر
1744,151متری_کلید نخورده_بدون ذره ای پرتی*باسالن وسیع,151,1402,3,"23,800,000,000 twmn",2,True,True,True,23800000512,AZl5M6hr,173,اباذر
1745,140متر فول امکانات  لوکشین اباذر,140,1387,3,"13,800,000,000 twmn",2,True,True,True,13799999488,AZodMQUz,173,اباذر
1746,۱۰۰متر_ اباذر_ طبقه ۵_ ۵ساله,100,1397,2,"13,850,000,000 twmn",5,True,True,True,13850000384,AZTtXRf_,173,اباذر
1747,**آپارتمان ۱۲۱ متری ۳ خوابه فول بازسازی**,121,1392,3,"12,200,000,000 twmn",5,True,True,True,12199999488,AZpxNrrj,173,اباذر
1748,۱۴۵متر_روبه افتاب_تک واحدی_اباذر_گلستانها,145,1386,3,"16,900,000,000 twmn",0,True,True,True,16899999744,AZP18qqt,173,اباذر
1749,۸۵متری ۲خواب  فردوس,85,1387,2,"8,950,000,000 twmn",2,True,True,True,8949999616,AZsN_Sji,173,اباذر
1750,آپارتمان ۲۳۵ متر ، ۳ حواب,235,1385,3,"26,000,000,000 twmn",4,True,True,True,25999998976,AZt5T0Jy,173,اباذر
1751,۵۷ متر ۱ خواب  پسند,57,1396,1,"7,350,000,000 twmn",3,True,True,True,7350000128,AZnBZTto,173,اباذر
1752,۱۱۵متراباذر۳خواب_لوکیشن فرانسوی_ویو ابدی_غرق نور,115,1390,3,"11,600,000,000 twmn",3,True,True,True,11600000000,AZo1_fH7,173,اباذر
1753,۲۲۸متر۳خواب گلستانها,228,1384,3,"24,000,000,000 twmn",2,True,True,True,24000000000,AZqFkFLq,173,اباذر
1754,۱۳۸متری*محدوده پارک*دسترسی,138,1388,3,"13,500,000,000 twmn",2,True,True,True,13500000256,AZoFqdAS,173,اباذر
1755,۱۰۶ متر،۳خواب،فول بازسازی,106,1385,3,"11,950,000,000 twmn",5,True,True,True,11950000128,AZrlU1_B,173,اباذر
1756,۲۶۰ متر ۳ خواب _ اباذر - گلستان ها _ نوساز,260,1401,3,"38,400,000,000 twmn",4,True,True,True,38400000000,AZKBbPS6,173,اباذر
1757,115متر2خواب_تاپ اباذر_فول_کمواحد_خوش نقشه,115,1394,2,"14,500,000,000 twmn",4,True,True,True,14499999744,AZshur50,173,اباذر
1758,92متر فول گلستانهای بلوار اباذر,92,1384,2,"9,400,000,000 twmn",1,True,True,True,9400000512,AZoBeubE,173,اباذر
1759,۸۹متر.۲خواب.فول امکانات.اباذر,89,1395,2,"9,400,000,000 twmn",3,True,True,True,9400000512,AZiVkdrr,173,اباذر
1760,فروش آپارتمان ۱۳۰ متری ۲ خواب سالن بزرگ,130,1392,2,"14,315,700,000 twmn",3,True,True,True,14315700224,AZsRO6Io,173,اباذر
1761,100 متر برند ، بلوار اباذر,100,1394,2,"14,600,000,000 twmn",4,True,True,True,14599999488,AZk1IsvQ,173,اباذر
1762,۱۱۰متر_دو خوابه_فول دیزاین _اباذر,110,1386,2,"10,700,000,000 twmn",1,True,True,True,10700000256,AZrt7BXq,173,اباذر
1763,۱۳۰ متر_۹سال_  خوش نقشه اباذر _مهران,130,1393,3,"15,600,000,000 twmn",3,True,True,True,15600000000,AZKdXTx_,173,اباذر
1764,۶۱ متر __ خوش نقشه _فول_ اباذر,61,1392,1,"7,700,000,000 twmn",4,True,True,True,7699999744,AZr5ZNqf,173,اباذر
1765,اباذر۹۰متر پرده خورفول بازسازی مناسب سرمایه گذاری,90,1383,2,"8,700,000,000 twmn",3,True,True,True,8700000256,AZsF-ba0,173,اباذر
1766,۱۰۳ متر دو خواب اباذر,103,1386,2,"11,300,000,000 twmn",4,True,True,True,11299999744,AZRNQJn6,173,اباذر
1767,155 متر اباذر-بهنام- یک واحد از 2 واحد-کلنگی,155,1371,3,"30,000,000,000 twmn",1,False,True,True,30000001024,AZsBuXUu,173,اباذر
1768,۸۵ متری بهنام_سالن پرده خور,85,1382,2,"6,300,000,000 twmn",2,False,True,True,6300000256,AZkRcoum,173,اباذر
1769,۱۰۰متر سالن پرده خور گلستانها,100,1381,2,"11,100,000,000 twmn",4,True,True,True,11100000256,AZJZTsPl,173,اباذر
1770,۱۳۵ متر اپارتمان در اباذر پیامبران,135,1379,3,"14,175,000,000 twmn",hmkhf,True,True,True,14174999552,AZsxd1Wq,173,اباذر
1771,فروش آپارتمان ۱۵۰ متری ۳ خواب اباذر ۳ پارکینگ سندی,150,1400,3,"22,500,000,000 twmn",1,True,True,True,22499999744,AZsxNDAP,173,اباذر
1772,75 متر_ تاپ لوکیشن (رو به آفتاب),75,1383,2,"8,650,000,000 twmn",5,True,True,True,8650000384,AZrh8iWm,173,اباذر
1773,91 متر_ پیامبر شرقی (نور‌ جنوب و غرب),91,1383,2,"8,900,000,000 twmn",2,True,True,True,8899999744,AZmpTmhQ,173,اباذر
1774,۱۰۰متر دوخوابه_اباذر_رو به آفتاب,100,1395,2,"14,000,000,000 twmn",4,True,True,True,14000000000,AZbR6vpZ,173,اباذر
1775,۱۲۱متر اباذر ( گلستان )۳خواب غرق نور تراورتن,121,1393,3,"11,700,000,000 twmn",5,True,True,True,11699999744,AZst4qbB,173,اباذر
1776,۱۲۵متر_۳خواب_فول بازسازی,125,1385,3,"11,200,000,000 twmn",3,False,True,True,11200000000,AZitUIad,173,اباذر
1777,اباذر _۱۳۳متر _۳خواب _۲پارکینگ,133,1399,3,"18,500,000,000 twmn",5,True,True,True,18499999744,AZgpJ8ar,173,اباذر
1778,اباذر _۱۰۰متر _کلید نخورده,100,1401,2,"14,000,000,000 twmn",4,True,True,True,14000000000,AZa1h4bL,173,اباذر
1779,۹۵متر_غرق نور_۵ساله_بهنام,95,1397,2,"11,500,000,000 twmn",3,True,True,True,11500000256,AZHNMWha,173,اباذر
1780,۱۰۹ متر ۲ خواب _ اباذر_ فول بازسازی_ خوش نقشه,109,1381,2,"9,990,000,000 twmn",3,False,True,True,9989999616,AZsFt4ET,173,اباذر
1781,۱۲۵متر۲خواب_اباذر_کمواحد_نقشه _تاپ لوکیشن,125,1391,2,"14,700,000,000 twmn",4,True,True,True,14700000256,AZlVwL4E,173,اباذر
1782,اپارتمان ۱۴۵ متری تک واحدی ۳ خواب در گلستانها,145,1396,3,"19,100,000,000 twmn",3,True,True,True,19100000256,AZX5W7wI,173,اباذر
1783,۱۱۵ متر _ ۳ خوابه _ نوساز _ تکواحدی _ فول,115,1401,3,"17,600,000,000 twmn",5,True,True,True,17600000000,AZsB9JKI,173,اباذر
1784,۹۰ متر _فوول امکانات_اباذر,90,1384,2,"8,500,000,000 twmn",3,True,True,True,8499999744,AZs9czkV,173,اباذر
1785,۷۶متر ۲خوابه فول امکانات **سرمایه گذاری**,76,1382,2,"6,600,000,000 twmn",2,True,True,True,6600000000,AZqBzjfP,173,اباذر
1786,۱۰۴متر درحد نوساز کاشانی عقیل,103,1390,2,"11,490,000,000 twmn",5,True,True,True,11489999872,AZfJX5z9,173,اباذر
1787,اپارتمان130 متر ,130,1381,3,"9,300,000,000 twmn",2,False,True,True,9299999744,AZs58_DQ,173,اباذر
1788,۱۱۰متر_اباذر_گلستان,108,1396,2,"11,700,000,000 twmn",4,True,True,True,11699999744,AZs1c5ir,173,اباذر
1789,۵۱متر_کاملا روبه آفتاب_آیت الله کاشانی,51,1388,1,"6,050,000,000 twmn",3,True,True,True,6049999872,AZkxJ6ET,173,اباذر
1790,برج ملودی پارک 91 متر فول مشاعات,91,1401,1,"12,740,000,000 twmn",7,True,True,True,12739999744,AZHxpcZw,173,اباذر
1791,آپارتمان ۱۲۰ متر فول کم واحد خ بهنام,120,1394,2,"16,200,000,000 twmn",4,True,True,True,16199999488,AZLdKSEp,173,اباذر
1792,سازه ای فاخر _ برج باغی مجلل _ سرمایه گذاری طلایی,84,1402,1,"7,000,000,000 twmn",3,True,True,True,7000000000,AZkxH1JY,173,اباذر
1793,60 متر 1 خواب فول اباذر,60,1382,1,"6,900,000,000 twmn",1,True,True,True,6899999744,AZr9QIjp,173,اباذر
1794,۶۸ متر_اباذر_خوش نقشه,70,1382,2,"6,650,000,000 twmn",1,False,True,True,6649999872,AZsp8zc-,173,اباذر
1795,۱۱۰ متر_اباذر_۳خوابه,110,1395,3,"14,000,000,000 twmn",4,True,True,True,14000000000,AZsR8-Wu,173,اباذر
1796,۱۹۵ متر ۳ خواب _ اباذر - گلستان ها _ نوساز,195,1402,3,"27,500,000,000 twmn",4,True,True,True,27499999232,AZIxgQzf,173,اباذر
1797,آپارتمان۷۳متری_سالن پرده خور_ اباذر گلدشت,73,1384,2,"8,250,000,000 twmn",3,True,True,True,8249999872,AZshc8IX,173,اباذر
1798,147متر_تک واحدی*دو کله_اباذر,147,1395,3,"19,170,000,000 twmn",3,True,True,True,19170000896,AZsVMAaO,173,اباذر
1799,150 متر کاشانی اعتمادیان,150,1394,3,"24,500,000,000 twmn",2,True,True,True,24500000768,AZsJM4yd,173,اباذر
1800,۶۵ متر ۲ خوابه,65,1387,2,"6,500,000,000 twmn",1,False,True,True,6499999744,AZsRcBa5,173,اباذر
1801,١٠٢ متر بهنام,102,1385,2,"9,100,000,000 twmn",1,True,True,True,9100000256,AZsJ8Pgi,173,اباذر
1802,60 متر * بازسازی شده * طبقه پنجم *,60,1397,1,"7,500,000,000 twmn",5,True,True,True,7500000256,AZsBswY-,173,اباذر
1803,۸۴متر ۲خواب فول امکانات  اباذر,84,1390,2,"9,900,000,000 twmn",4,True,True,True,9900000256,AZqBghFQ,173,اباذر
1804,۸۶ متر فول بلوار اباذر,86,1394,2,"9,600,000,000 twmn",3,True,True,True,9600000000,AZZNAP5o,173,اباذر
1805,۷۰ متری _ اباذر,70,1390,2,"6,500,000,000 twmn",1,True,True,True,6499999744,AZr1jJlk,173,اباذر
1806,۱۴۰ متر ۳ خواب _ اباذر _ گلستان ها,140,1397,3,"17,600,000,000 twmn",4,True,True,True,17600000000,AZZRgfIt,173,اباذر
1807,۶۰متر_دوخواب_سرمایه گذاری_فول بازسازی_اباذر,60,1389,2,"6,000,000,000 twmn",4,True,True,True,6000000000,AZspL2oK,173,اباذر
1808,اباذر بهنام_۱۰۸متر_۲خ_سالن پرده خور_سرمایه گذاری,108,1387,2,"10,150,000,000 twmn",1,True,True,True,10149999616,AZsB87dv,173,اباذر
1809,126متر_3خواب,120,1390,3,"11,600,000,000 twmn",5,True,True,True,11600000000,AZoRYvq_,173,اباذر
1810,115متر _ سمت آفتاب _ اباذر,115,1402,2,"17,000,000,000 twmn",4,True,True,True,16999999488,AZfR2h7S,173,اباذر
1811,۶۳ متر + ۱۰ متر پاسیو * ۱۰ساله *,63,1390,2,"7,500,000,000 twmn",1,True,True,True,7500000256,AZaBzGIu,173,اباذر
1812,۸۴متری_ دو خواب _نورگیر مستقیم_فرعی دنج اباذر,84,1397,2,"9,180,000,000 twmn",4,True,True,True,9180000256,AZrB58FH,173,اباذر
1813,95متری_دوخوابه_فول_اباذر,95,1395,2,"11,800,000,000 twmn",3,True,True,True,11800000512,AZsp7Iv4,173,اباذر
1814,۲۰۶متر تکواحدی نقشه مهندسی_اباذر,206,1390,3,"23,000,000,000 twmn",4,True,True,True,23000000512,AZsdL814,173,اباذر
1815,۱۲۵ متر * ۳ خواب * نورگیر * خوش نقشه,125,1382,3,"12,000,000,000 twmn",4,True,True,True,12000000000,AZrpGmcP,173,اباذر
1816,100 برج مدرن ملودی ، اباذر,100,1401,2,"17,000,000,000 twmn",6,True,True,True,16999999488,AZrZF7y1,173,اباذر
1817,۲۰۰متر _ اباذر _ ۵ساله _ فول امکانات,200,1396,3,"21,000,000,000 twmn",2,True,True,True,20999999488,AZqZC6HD,173,اباذر
1818,۷۰متر _ ۲خواب _ فول‌امکانات _ اباذر,70,1385,2,"7,500,000,000 twmn",3,True,True,True,7500000256,AZrRn39O,173,اباذر
1819,55متر فول بلوار اباذر,55,1392,1,"7,450,000,000 twmn",3,True,True,True,7449999872,AZRJwKj0,173,اباذر
1820,۱۳۲ متری اباذر مقداد,132,1390,2,"14,520,000,000 twmn",3,True,True,True,14520000512,AZrZIpPc,173,اباذر
1821,۸۸ متر_ سالن پرده میخورد نما تراورتن _ پیامبر شرقی,88,1389,2,"10,950,000,000 twmn",1,True,True,True,10949999616,AZgNqw-P,173,اباذر
1822,اباذر ۸۰متر ۲خواب سالن پرده خور فول امکانات,80,1384,2,"8,700,000,000 twmn",1,True,True,True,8700000256,AZsFLm6E,173,اباذر
1823,۸۴متر آپارتمان اباذر,84,1398,2,"8,000,000,000 twmn",3,True,True,True,8000000000,AZsNXcbV,173,اباذر
1824,۵۵متر_دوخواب_سرمایه گذاری_سالن پرده خور_اباذر,55,1386,2,"6,300,000,000 twmn",2,True,True,True,6300000256,AZqNxc4c,173,اباذر
1825,اعیان نشین اباذر_۱۱۵متر_فول_نوساز ۲ کله نور_۲واحدی,115,1401,2,"17,700,000,000 twmn",2,True,True,True,17699999744,AZJV4Xvg,173,اباذر
1826,۸۵متر_پارکینگ لندکروزی,85,1390,2,"9,000,000,000 twmn",3,True,True,True,8999999488,AZsxqZSZ,173,اباذر
1827,۱۲۰متر برج مجلل_اباذر_مشاعات کامل_دو پارکینگ,120,1402,2,"18,400,000,000 twmn",5,True,True,True,18400000000,AZrFnT5J,173,اباذر
1828,آپارتمان دوخواب_سرمایه‌گذاری_باپارکینگ_شمال کاشانی,98,1382,2,"7,750,000,000 twmn",4,False,True,True,7750000128,AZqFCnfY,173,اباذر
1829,۱۱۱متر دوخواب فول امکانات(صادقیه_اباذر),111,1392,2,"12,550,000,000 twmn",4,True,True,True,12549999616,AZWRj2Kx,173,اباذر
1830,110متر_تک واحدی_ سالن پرده خور_ویو پارک,110,1392,2,"11,300,000,000 twmn",4,True,True,True,11299999744,AZoVY4XD,173,اباذر
1831,آپارتمان ۹۲متری ، دوخواب,92,1395,2,"8,200,000,000 twmn",1,True,True,True,8200000000,AZrhAgpH,173,اباذر
1832,۱۳۳متر ۲پارکینگ فول امکانات.بی مانند.,133,1400,3,"18,500,000,000 twmn",5,True,True,True,18499999744,AZYhMiOD,173,اباذر
1833,93متر _ بلوار اباذر ( شناور در نور ),93,1384,2,"8,900,000,000 twmn",3,True,True,True,8899999744,AZsVaSFS,173,اباذر
1834,77متر _ اسکندر زاده ( نور مستقیم ),77,1384,2,"8,600,000,000 twmn",4,True,True,True,8600000512,AZsRagO5,173,اباذر
1835,۵۰ متر،سالن پرده خور، دسترسی پیاده به مترو,50,1383,1,"5,850,000,000 twmn",4,True,True,True,5849999872,AZjZCMXW,173,اباذر
